date,avg
2013-06-16,68.57432432432432
2013-06-17,68.06164383561644
2013-06-18,67.47260273972603
2013-06-19,68.54109589041096
2013-06-20,67.74324324324324
2013-06-21,67.47297297297297
2013-06-25,68.65753424657534
2013-06-26,67.66438356164383
2013-06-27,66.98611111111111
2013-06-28,68.92857142857143
2013-06-30,65.60714285714286
2013-07-01,67.82142857142857
2013-07-02,73.70289855072464
2013-07-03,69.40714285714286
2013-07-04,68.9
2013-07-05,70.57971014492753
2013-07-09,70.92142857142858
2013-07-10,73.12857142857143
2013-07-11,73.02173913043478
2013-07-12,73.17857142857143
2013-07-14,72.45
2013-07-15,72.42647058823529
2013-07-16,77.83333333333333
2013-07-17,72.49295774647888
2013-07-18,71.46478873239437
2013-07-19,69.72857142857143
2013-07-21,69.63380281690141
2013-07-22,70.66197183098592
2013-07-23,66.51449275362319
2013-07-24,66.78985507246377
2013-07-25,67.42142857142858
2013-07-26,67.73529411764706
2013-07-28,67.74285714285715
2013-07-29,68.40441176470588
2013-07-30,66.1268656716418
2013-07-31,67.31060606060606
2013-08-01,66.42537313432835
2013-08-02,67.75
2013-08-04,67.70149253731343
2013-08-05,68.03787878787878
2013-08-06,71.07692307692308
2013-08-07,71.47727272727273
2013-08-08,69.18382352941177
2013-08-12,60.9125
2013-08-13,71.95588235294117
2013-08-14,72.47142857142858
2013-08-15,76.11029411764706
2013-08-16,75.45774647887323
2013-08-18,76.02816901408451
2013-08-19,72.17142857142858
2013-08-20,73.59154929577464
2013-08-23,77.79577464788733
2013-08-25,75.12676056338029
2013-08-26,76.30281690140845
2013-08-27,75.20714285714286
2013-08-29,74.23913043478261
2013-08-30,74.86619718309859
2013-09-01,76.00735294117646
2013-09-02,75.73913043478261
2013-09-03,77.64925373134328
2013-09-04,77.15
2013-09-05,76.89285714285714
2013-09-06,78.57142857142857
2013-09-08,76.12676056338029
2013-09-09,77.11971830985915
2013-09-10,76.1830985915493
2013-09-11,75.77464788732394
2013-09-12,77.24285714285715
2013-09-13,74.15217391304348
2013-09-15,76.77536231884058
2013-09-16,75.72857142857143
2013-09-17,76.44285714285714
2013-09-19,75.50714285714285
2013-09-20,75.34057971014492
2013-09-22,74.64084507042253
2013-09-23,74.35915492957747
2013-09-24,74.72222222222223
2013-09-25,71.02816901408451
2013-09-26,74.94366197183099
2013-09-27,77.19444444444444
2013-09-29,76.5958904109589
2013-09-30,76.95070422535211
2013-10-01,78.08333333333333
2013-10-02,76.52027027027027
2013-10-03,75.5068493150685
2013-10-04,76.54729729729729
2013-10-06,81.90277777777777
2013-10-07,75.22666666666667
2013-10-08,71.42
2013-10-09,75.69333333333333
2013-10-10,74.69333333333333
2013-10-11,77.50666666666666
2013-10-12,79.21428571428571
2013-10-13,87.02564102564102
2013-10-14,93.33333333333333
2013-10-15,90.13888888888889
2013-10-16,93.95384615384616
2013-10-17,79.7279411764706
2013-10-20,79.07534246575342
2013-10-21,74.44444444444444
2013-10-22,76.6830985915493
2013-10-23,78.89855072463769
2013-10-24,82.65
2013-10-25,81.47916666666667
2013-10-27,82.84027777777777
2013-10-28,81.6917808219178
2013-10-29,85.97972972972973
2013-10-30,84.08783783783784
2013-10-31,84.10416666666667
2013-11-01,81.85135135135135
2013-11-03,83.47183098591549
2013-11-04,83.72297297297297
2013-11-05,80.84545454545454
2013-11-06,89.69148936170212
2013-11-07,83.42307692307692
2013-11-10,83.5909090909091
2013-11-11,77.74590163934427
2013-11-12,85.08730158730158
2013-11-13,82.125
2013-11-14,83.56349206349206
2013-11-15,84.92307692307692
2013-11-16,82.06060606060606
2013-11-17,81.90625
2013-11-18,82.15384615384616
2013-11-20,90.19354838709677
2013-11-21,78.58088235294117
2013-11-22,78.38732394366197
2013-11-24,73.33571428571429
2013-11-25,74.96376811594203
2013-11-26,73.56521739130434
2013-11-27,73.70289855072464
2013-11-28,74.34782608695652
2013-11-29,74.78472222222223
2013-12-01,76.91666666666667
2013-12-02,76.38571428571429
2013-12-03,75.3013698630137
2013-12-04,75.20833333333333
2013-12-05,74.63194444444444
2013-12-06,75.66666666666667
2013-12-08,74.19014084507042
2013-12-09,73.04794520547945
2013-12-10,74.43150684931507
2013-12-11,73.02142857142857
2013-12-12,73.66901408450704
2013-12-13,73.43661971830986
2013-12-15,74.31944444444444
2013-12-16,72.11805555555556
2013-12-18,74.43333333333334
2013-12-19,73.29054054054055
2013-12-20,73.30666666666667
2013-12-22,72.36986301369863
2013-12-23,75.51298701298701
2013-12-24,75.14935064935065
2013-12-26,72.63333333333334
2013-12-27,74.58108108108108
2013-12-29,73.1103896103896
2013-12-31,73.7987012987013
2014-01-01,72.41025641025641
2014-01-02,73.67948717948718
2014-01-03,72.87662337662337
2014-01-05,72.73684210526316
2014-01-06,71.54545454545455
2014-01-07,74.08333333333333
2014-01-08,74.1103896103896
2014-01-09,73.01923076923077
2014-01-10,72.01948051948052
2014-01-12,71.98701298701299
2014-01-13,72.1103896103896
2014-01-14,72.2012987012987
2014-01-16,72.48026315789474
2014-01-17,71.50657894736842
2014-01-19,71.8157894736842
2014-01-20,68.79220779220779
2014-01-21,70.66233766233766
2014-01-22,69.83333333333333
2014-01-23,72.22666666666667
2014-01-24,71.84666666666666
2014-01-26,69.37671232876713
2014-01-27,71.70270270270271
2014-01-28,69.12837837837837
2014-01-29,70.26
2014-02-02,67.03947368421052
2014-02-03,67.46
2014-02-04,67.08
2014-02-05,65.92666666666666
2014-02-06,64.49305555555556
2014-02-07,67.52816901408451
2014-02-08,80.92307692307692
2014-02-09,68.05333333333333
